Support,Confidence,Coverage,Strength,Lift,Leverage,Antecedent,Consequent
continuous,continuous,continuous,continuous,continuous,continuous,string,string
,,,,,,meta,meta
0.319,0.387,0.825,0.405,1.156,0.043,"onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,1.0,0.319,2.817,1.113,0.032,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0",onehot_cremedessert=0
0.319,0.963,0.331,2.398,1.212,0.056,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_cremedessert=0"
0.319,0.881,0.362,2.483,0.981,-0.006,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","onehot_charcuterie=0, onehot_cremedessert=0"
0.319,0.852,0.374,2.123,1.073,0.022,"onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.319,0.675,0.472,1.416,1.01,0.003,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","onehot_poisson=0, onehot_cremedessert=0"
0.319,0.642,0.497,1.16,1.113,0.032,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_poisson=0, onehot_cremedessert=0"
0.319,0.594,0.537,1.246,0.889,-0.04,"Végé=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","onehot_charcuterie=0, onehot_poisson=0, onehot_cremedessert=0"
0.319,0.565,0.564,1.022,0.98,-0.006,"onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_cremedessert=0"
0.319,0.904,0.353,2.07,1.239,0.061,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","onehot_vege=0, onehot_cremedessert=0"
0.319,0.812,0.393,1.781,1.162,0.044,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_vege=0, onehot_cremedessert=0"
0.319,0.794,0.402,1.817,1.087,0.026,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","onehot_charcuterie=0, onehot_vege=0, onehot_cremedessert=0"
0.319,0.722,0.442,1.583,1.033,0.01,"onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_charcuterie=0, onehot_vege=0, onehot_cremedessert=0"
0.319,0.627,0.509,0.994,1.238,0.061,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0","onehot_poisson=0, onehot_vege=0, onehot_cremedessert=0"
0.319,0.568,0.561,0.869,1.165,0.045,"onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0","Végé=0, onehot_poisson=0, onehot_vege=0, onehot_cremedessert=0"
0.319,0.55,0.58,0.873,1.087,0.026,"Végé=0, onehot_viande=1, onehot_dessertgourmand=0","onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0, onehot_cremedessert=0"
0.319,0.502,0.635,0.768,1.03,0.009,"onehot_viande=1, onehot_dessertgourmand=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0, onehot_cremedessert=0"
0.319,0.675,0.472,1.338,1.069,0.021,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.654,0.488,1.132,1.185,0.05,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","Végé=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.605,0.528,1.198,0.957,-0.014,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","onehot_charcuterie=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.588,0.543,1.017,1.064,0.019,"onehot_viande=1, onehot_poisson=0, onehot_vege=0","Végé=0, onehot_charcuterie=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.466,0.684,0.677,1.007,0.002,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0","onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.448,0.712,0.556,1.133,0.037,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0","Végé=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.418,0.764,0.606,0.902,-0.035,"Végé=0, onehot_viande=1, onehot_vege=0","onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.402,0.794,0.498,1.015,0.005,"onehot_viande=1, onehot_vege=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.601,0.531,0.971,1.167,0.046,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0","onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.426,0.748,0.467,1.219,0.057,"Végé=0, onehot_charcuterie=0, onehot_viande=1","onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.387,0.825,0.405,1.156,0.043,"onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.382,0.834,0.419,1.093,0.027,"Végé=0, onehot_viande=1","onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.536,0.595,0.82,1.099,0.029,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0","Végé=0, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.539,0.592,0.87,1.046,0.014,"Végé=0, onehot_viande=1, onehot_poisson=0","onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.486,0.656,0.743,0.996,-0.001,"onehot_viande=1, onehot_poisson=0","Végé=0, onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0"
0.319,0.963,0.331,2.685,1.083,0.024,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0",Végé=0
0.319,1.0,0.319,2.558,1.226,0.059,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0",onehot_fromage=0
0.319,0.963,0.331,2.361,1.231,0.06,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0"
0.319,1.0,0.319,2.817,1.113,0.032,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0",onehot_charcuterie=0
0.319,0.963,0.331,2.398,1.212,0.056,"onehot_fromage=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0"
0.319,1.0,0.319,2.288,1.37,0.086,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_fromage=0, onehot_charcuterie=0"
0.319,0.963,0.331,2.111,1.377,0.087,"onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0"
0.319,0.675,0.472,1.571,0.91,-0.032,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0",onehot_poisson=0
0.319,0.642,0.497,1.302,0.992,-0.003,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_poisson=0"
0.319,0.675,0.472,1.195,1.196,0.052,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_fromage=0, onehot_poisson=0"
0.319,0.642,0.497,1.099,1.176,0.048,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_poisson=0"
0.319,0.675,0.472,1.416,1.01,0.003,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_charcuterie=0, onehot_poisson=0"
0.319,0.642,0.497,1.16,1.113,0.032,"onehot_fromage=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0"
0.319,0.675,0.472,1.071,1.334,0.08,"Végé=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_fromage=0, onehot_charcuterie=0, onehot_poisson=0"
0.319,0.642,0.497,0.981,1.316,0.077,"onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_poisson=0"
0.319,1.0,0.319,2.558,1.226,0.059,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0",onehot_vege=0
0.319,0.963,0.331,2.361,1.231,0.06,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_vege=0"
0.319,0.904,0.353,2.313,1.108,0.031,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_fromage=0, onehot_vege=0"
0.319,0.812,0.393,1.992,1.039,0.012,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_vege=0"
0.319,1.0,0.319,2.288,1.37,0.086,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_charcuterie=0, onehot_vege=0"
0.319,0.963,0.331,2.111,1.377,0.087,"onehot_fromage=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_vege=0"
0.319,0.904,0.353,2.07,1.239,0.061,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0"
0.319,0.812,0.393,1.781,1.162,0.044,"onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0"
0.319,0.675,0.472,1.195,1.196,0.052,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_poisson=0, onehot_vege=0"
0.319,0.642,0.497,1.099,1.176,0.048,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_poisson=0, onehot_vege=0"
0.319,0.627,0.509,1.108,1.11,0.032,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_fromage=0, onehot_poisson=0, onehot_vege=0"
0.319,0.568,0.561,0.973,1.041,0.013,"onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_poisson=0, onehot_vege=0"
0.319,0.675,0.472,1.071,1.334,0.08,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0"
0.319,0.642,0.497,0.981,1.316,0.077,"onehot_fromage=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0"
0.319,0.627,0.509,0.994,1.238,0.061,"Végé=0, onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","onehot_fromage=0, onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0"
0.319,0.568,0.561,0.869,1.165,0.045,"onehot_viande=1, onehot_dessertgourmand=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0"
0.319,0.675,0.472,1.513,0.945,-0.019,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_cremedessert=0",onehot_dessertgourmand=0
0.319,0.654,0.488,1.296,1.035,0.011,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_cremedessert=0","Végé=0, onehot_dessertgourmand=0"
0.319,0.675,0.472,1.24,1.153,0.042,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_cremedessert=0","onehot_fromage=0, onehot_dessertgourmand=0"
0.319,0.654,0.488,1.138,1.178,0.048,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_dessertgourmand=0"
0.319,0.675,0.472,1.338,1.069,0.021,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_cremedessert=0","onehot_charcuterie=0, onehot_dessertgourmand=0"
0.319,0.654,0.488,1.132,1.185,0.05,"onehot_fromage=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_dessertgourmand=0"
0.319,0.675,0.472,1.091,1.31,0.076,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_cremedessert=0","onehot_fromage=0, onehot_charcuterie=0, onehot_dessertgourmand=0"
0.319,0.654,0.488,1.0,1.341,0.081,"onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_dessertgourmand=0"
0.319,0.466,0.684,0.762,0.894,-0.038,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","onehot_poisson=0, onehot_dessertgourmand=0"
0.319,0.448,0.712,0.638,0.987,-0.004,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","Végé=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.319,0.466,0.684,0.578,1.179,0.048,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","onehot_fromage=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.319,0.448,0.712,0.534,1.179,0.048,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.319,0.466,0.684,0.677,1.007,0.002,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.319,0.448,0.712,0.556,1.133,0.037,"onehot_fromage=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.319,0.466,0.684,0.511,1.334,0.08,"Végé=0, onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","onehot_fromage=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.319,0.448,0.712,0.47,1.341,0.081,"onehot_viande=1, onehot_vege=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.319,0.675,0.472,1.24,1.153,0.042,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.654,0.488,1.138,1.178,0.048,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","Végé=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.601,0.531,1.104,1.026,0.008,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","onehot_fromage=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.536,0.595,0.933,0.966,-0.011,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.675,0.472,1.091,1.31,0.076,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.654,0.488,1.0,1.341,0.081,"onehot_fromage=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.601,0.531,0.971,1.167,0.046,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.536,0.595,0.82,1.099,0.029,"onehot_viande=1, onehot_poisson=0, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.466,0.684,0.578,1.179,0.048,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.448,0.712,0.534,1.179,0.048,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.426,0.748,0.529,1.077,0.023,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","onehot_fromage=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.387,0.825,0.461,1.016,0.005,"onehot_charcuterie=0, onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.466,0.684,0.511,1.334,0.08,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_cremedessert=0","onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.426,0.748,0.467,1.219,0.057,"Végé=0, onehot_viande=1, onehot_cremedessert=0","onehot_fromage=0, onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.387,0.825,0.405,1.156,0.043,"onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,0.448,0.712,0.47,1.341,0.081,"onehot_fromage=0, onehot_viande=1, onehot_cremedessert=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.319,1.0,0.319,2.817,1.113,0.032,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0",onehot_cremedessert=0
0.319,0.963,0.331,2.398,1.212,0.056,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_cremedessert=0"
0.319,1.0,0.319,2.288,1.37,0.086,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","onehot_fromage=0, onehot_cremedessert=0"
0.319,0.963,0.331,2.111,1.377,0.087,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_fromage=0, onehot_cremedessert=0"
0.319,0.881,0.362,2.483,0.981,-0.006,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","onehot_charcuterie=0, onehot_cremedessert=0"
0.319,0.852,0.374,2.123,1.073,0.022,"onehot_fromage=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.319,0.881,0.362,2.017,1.207,0.055,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","onehot_fromage=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.319,0.852,0.374,1.869,1.219,0.057,"onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_cremedessert=0"
0.319,0.675,0.472,1.416,1.01,0.003,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","onehot_poisson=0, onehot_cremedessert=0"
0.319,0.642,0.497,1.16,1.113,0.032,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_poisson=0, onehot_cremedessert=0"
0.319,0.675,0.472,1.071,1.334,0.08,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","onehot_fromage=0, onehot_poisson=0, onehot_cremedessert=0"
0.319,0.642,0.497,0.981,1.316,0.077,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_fromage=0, onehot_poisson=0, onehot_cremedessert=0"
0.319,0.594,0.537,1.246,0.889,-0.04,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","onehot_charcuterie=0, onehot_poisson=0, onehot_cremedessert=0"
0.319,0.565,0.564,1.022,0.98,-0.006,"onehot_fromage=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_cremedessert=0"
0.319,0.594,0.537,0.943,1.174,0.047,"Végé=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","onehot_fromage=0, onehot_charcuterie=0, onehot_poisson=0, onehot_cremedessert=0"
0.319,0.565,0.564,0.864,1.159,0.044,"onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_poisson=0, onehot_cremedessert=0"
0.319,1.0,0.319,2.288,1.37,0.086,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","onehot_vege=0, onehot_cremedessert=0"
0.319,0.963,0.331,2.111,1.377,0.087,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_vege=0, onehot_cremedessert=0"
0.319,0.904,0.353,2.07,1.239,0.061,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","onehot_fromage=0, onehot_vege=0, onehot_cremedessert=0"
0.319,0.812,0.393,1.781,1.162,0.044,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_fromage=0, onehot_vege=0, onehot_cremedessert=0"
0.319,0.881,0.362,2.017,1.207,0.055,"Végé=0, onehot_fromage=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","onehot_charcuterie=0, onehot_vege=0, onehot_cremedessert=0"
